Representative_Sequence	total	0001	0002	0003	0004	0005	0006	0007	0008	0009	0010	0011	0012	0013	0014	0015	0016	0017	0018	0019	0020	0021	0022	0023	0024	0025	0026	0027	0028	0029	0030	0031	0032	0033	0034	0035	0036	0037	0038	0039	0040	0041	0042	0043	0044	0045	0046	0047	0048	0049	0050	0051	0052	0053	0054	0055	0056	0057	0058	0059	0060	0061	0062	0063	0064	0065	0066	0067	0068	0069	0070	0071	0072	0073	0074	0075	0076	0077	0078	0079	0080	0081	0082	0083	0084	0085	0086	0087	0088	0089	0090	0091	0092	0093	0094	0095	0096	0097	0098	0099	0100	0101	0102	0103	0104	0105	0106	0107	0108	0109	0110	0111	0112	0113	0114	0115	0116	0117	0118	0119	0120	0121	0122	0123	0124	0125	0126	0127	0128	0129	0130	0131	0132	0133	0134	0135	0136	0137	0138	0139	0140	0141	0142	0143	0144	0145	0146	0147	0148	0149	0150	0151	0152	0153	0154	0155	0156	0157	0158	0159	0160	0161	0162	0163	0164	0165	0166	0167	0168	0169	0170	0171	0172	0173	0174	0175	0176	0177	0178	0179	Mock1	Mock2	NTCI1	NTCI2	NTCTS1	NTCTS2
Zotu3744	128	1	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu139	3845	1	0	0	73	264	0	7	0	10	20	18	33	167	0	97	95	959	0	0	0	0	12	28	56	0	0	29	84	14	0	8	0	0	0	16	0	0	20	0	135	4	0	0	1	22	4	0	34	6	50	0	137	9	0	299	0	94	89	13	56	13	0	33	3	0	0	0	0	3	12	6	0	81	0	96	0	8	0	8	34	5	44	7	0	0	0	43	85	36	8	0	0	8	30	2	0	0	0	6	0	0	10	0	33	0	0	0	0	18	2	1	0	12	12	0	1	0	0	0	0	6	0	0	12	0	0	3	0	6	5	11	0	1	0	0	1	0	6	9	0	7	0	4	18	0	0	2	0	0	6	0	4	0	12	0	10	7	0	0	0	22	0	0	0	1	0	2	0	0	0	0	0	0	0	12	2	0	53	0	0	0	0	0	0	0
Zotu1623	317	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	129	34	2	2	0	2	0	0	0	1	2	0	7	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	100	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0
Zotu1741	230	2	0	0	5	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	5	0	6	0	0	0	0	7	0	0	1	2	26	1	0	2	0	11	9	0	0	0	5	0	17	0	0	8	0	0	0	0	11	5	0	8	0	8	6	0	0	0	0	0	7	19	0	0	0	0	0	0	1	0	12	0	1	0	0	4	5	0	0	0	3	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu490	1125	1	0	0	1	2	0	0	0	2	0	259	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	7	0	6	0	0	79	0	1	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	6	0	0	0	13	0	0	0	0	67	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	302	0	0	0	0	0	0	33	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	23	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0
Zotu4531	159	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	2	2	0	10	0	0	1	0	0	0	0	2	9	0	16	0	0	0	11	0	0	0	2	18	0	2	1	0	0	0	0	0	0	0	0	1	5	0	0	0	3	3	0	16	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1323	413	1	21	0	0	1	8	36	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	6	0	0	0	0	0	0	0	0	0	101	0	0	0	2	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	5	27	0	3	1	3	0	0	0	0	0	0	64	14	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu722	822	1	0	0	0	0	0	0	0	3	0	0	5	2	0	12	0	0	0	0	0	0	0	0	0	17	0	0	0	86	2	0	0	2	0	26	0	0	0	0	8	0	0	0	3	0	0	0	1	0	23	0	0	3	0	4	0	4	0	0	1	2	1	3	2	0	1	0	0	2	2	469	1	0	0	0	0	0	0	1	0	0	0	0	2	8	0	0	8	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	2	15	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu374	1556	1	0	0	0	0	0	529	0	0	0	0	42	0	0	18	0	0	0	0	0	10	0	0	0	1	0	24	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	338	0	0	0	38	0	151	0	0	0	3	0	3	0	279	0	0	0	0	0	0	0	0	2	0	0	7	4	0	0	0	0	0	0	6	0	29	0	0	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5912	103	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1651	232	1	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	115	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1299	193	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	22	14	0	0	0	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4133	173	2	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	53	0	0	0	0	3	0	0	11	4	0	0	0	0	0	0	21	2	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	37	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu3563	1583	2	4	0	0	0	0	676	0	3	2	0	2	3	10	3	0	1	0	0	26	0	0	0	0	0	0	168	0	29	0	0	103	1	2	0	0	0	4	0	0	98	0	0	0	0	0	2	0	0	0	31	4	15	4	5	0	0	0	54	0	0	0	1	0	5	0	0	0	0	2	0	1	0	0	0	59	0	0	0	2	3	0	0	0	0	0	0	0	0	3	4	1	0	1	1	0	0	11	1	0	0	0	0	0	0	23	0	1	0	0	4	0	0	0	0	0	24	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	68	2	0	0	0	0	0	0	0	0	0	0	0	79	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu4598	31	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2877	815	2	13	0	13	1	0	6	21	0	5	0	28	6	0	0	0	3	0	1	173	9	8	2	0	0	5	0	2	13	23	31	0	0	0	0	0	1	8	6	0	5	75	5	0	0	0	2	34	0	12	0	12	3	0	3	0	14	57	0	3	8	2	19	0	0	16	0	1	0	0	16	9	1	0	1	3	4	0	4	0	0	9	3	16	0	0	6	15	6	3	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	7	0	0	1	0	0	0	0	1	4	0	0	1	0	3	0	1	0	0	2	1	0	2	0	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	2	0	1	0	0	3	0	0	0	11	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Zotu2337	147	1	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	27	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	18	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu441	951	1	0	1	0	1	0	24	141	0	0	1	7	0	0	0	11	0	0	0	137	9	0	0	3	0	0	35	0	0	0	0	123	0	0	0	0	0	0	0	0	3	30	0	0	0	0	0	3	0	0	0	1	0	0	0	223	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	1	0	64	0	0	0	23	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5278	194	2	0	0	0	3	0	23	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	7	0	18	2	0	0	0	5	1	0	3	11	0	0	3	0	0	0	16	2	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	4	26	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu521	1375	3	0	0	0	174	0	0	0	0	0	0	0	82	0	0	252	0	0	0	0	0	0	140	2	30	0	0	30	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	1	0	0	38	0	0	0	49	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	173	0	0	51	0	0	7	0	0	1	1	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu2191	98	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4798	126	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	1	0	0	8	0	0	0	3	0	1	0	0	25	0	8	2	0	0	0	0	6	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4712	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	21	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5562	688	2	35	0	2	11	50	0	0	0	0	0	11	0	0	0	0	1	0	8	0	2	0	3	0	0	0	0	0	18	84	59	0	0	0	0	0	0	16	1	3	0	0	25	0	2	10	2	17	0	6	1	39	0	3	6	0	0	0	0	1	1	0	48	0	0	9	0	2	0	0	42	36	0	4	2	5	1	0	3	0	0	0	0	22	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	3	1	7	0	0	0	0	0	0	0	1	17	0	0	0	0	1	0	3	0	0	0	2	0	4	0	1	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu3707	98	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	2	0	0	2	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3309	79	2	2	0	0	0	0	0	0	0	5	0	2	1	0	0	0	2	0	1	0	6	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	8	1	0	0	0	7	3	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3774	43	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Zotu3417	155	1	9	0	0	8	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	8	0	0	0	6	2	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5043	65	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	11	1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	6	0	4	0	0	0	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	0	1	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3190	149	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	40	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6496	384	1	5	8	0	0	0	0	0	0	0	0	0	1	0	0	0	23	0	0	0	5	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	5	7	0	42	2	3	1	0	0	0	5	0	0	15	0	0	44	0	0	8	0	9	1	0	0	0	0	0	2	27	0	0	0	0	0	5	0	0	0	1	0	2	8	0	0	2	0	91	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3206	98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu882	441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	1	0	0	0	0	0	111	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4956	374	1	11	0	0	1	42	7	0	0	0	0	2	0	0	1	3	0	0	0	0	2	0	5	0	4	0	4	0	6	7	15	0	0	0	0	4	0	1	0	1	0	0	4	0	1	9	4	2	0	4	2	29	0	29	4	0	0	0	0	22	3	12	21	0	0	0	0	2	0	0	6	3	7	3	5	13	0	0	1	0	0	0	0	1	0	1	0	7	7	0	0	11	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	4	5	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	6	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6578	343	1	22	0	9	6	0	3	0	0	0	0	5	0	0	0	0	11	0	8	0	6	0	6	0	2	3	0	1	1	11	16	0	0	0	0	3	0	1	0	0	0	0	7	0	3	11	4	14	0	4	2	0	0	7	1	0	6	8	0	4	3	3	14	0	0	4	0	2	0	0	20	9	1	5	0	5	0	0	5	0	0	0	0	6	0	0	0	2	6	0	0	5	0	0	0	0	0	0	0	0	7	1	1	0	0	0	8	0	0	1	7	0	0	4	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	7	1	0	2	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
